Date;Age;Gender;Position ;Experience;Seniority_level;Programming_language;Salary;Vacation_days;Employment_status;Contract_duration;Language;Company_size
27.11.2020 00:35;35;Female;Product Manager;13;Senior;;85000;26;Full-time employee;Unlimited contract;English;large
27.11.2020 06:57;37;Male;QA Engineer;8;Middle;;54000;30;Full-time employee;Unlimited contract;German;large
27.11.2020 08:08;33;Female;Data Scientist;8;Senior;Python ;77000;27;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 10:25;46;Male;Software Engineer;13;Middle;C++;70000;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 10:43;30;Male;DevOps;11;Senior;;80000;26;Full-time employee;Unlimited contract;English;large
27.11.2020 11:04;34;Male;Lead Software Developer;13;Lead;C#;65000;30;Full-time employee;Unlimited contract;English;medium-size
27.11.2020 11:09;35;Male;Software Engineer;15;Senior;Java;85000;25;Full-time employee;Unlimited contract;English;small
27.11.2020 11:44;27;Male;Backend Developer;4;Senior;Go;70000;25;Full-time employee;Unlimited contract;English;small
27.11.2020 11:46;31;Male;Software Engineer;7;Lead;python;80000;28;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 11:53;24;Male;Software Engineer;2;Junior;Java;60000;28;Full-time employee;Unlimited contract;German;micro
27.11.2020 12:01;28;Male;Data Engineer;7;Senior;Python;90000;27;Full-time employee;Unlimited contract;English;large
27.11.2020 12:03;42;Male;Backend Developer;18;Middle;PHP;53000;26;Full-time employee;Unlimited contract;English;small
27.11.2020 12:05;27;Male;Data Scientist;5;Middle;Python;55000;24;Full-time employee;Unlimited contract;English;medium-size
27.11.2020 12:16;30;Male;Software Engineer;5;Middle;Python;45000;30;Full-time employee;Unlimited contract;English;micro
27.11.2020 12:26;26;Male;Software Engineer;2;Middle;TypeScript;58000;28;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 12:30;37;Male;ML Engineer;15;Lead;Python;80000;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 12:42;39;Male;Software Engineer;8;Senior;Python;130000;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 12:53;30;Male;Data Scientist;5;Head;Python;80000;25;Full-time employee;Unlimited contract;English;small
27.11.2020 12:56;44;Male;Software Engineer;10;Senior;SAP ABAP;75000;30;Full-time employee;Unlimited contract;Russian;large
27.11.2020 13:02;26;Male;ML Engineer;5;Senior;Spark;180000;40;Self-employed (freelancer);Temporary contract;German;micro
27.11.2020 13:02;30;Male;Software Engineer;10;Senior;Go;151872;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 13:12;26;Male;ML Engineer;3;Middle;Python;48000;30;Full-time employee;Unlimited contract;English;large
27.11.2020 13:21;25;Female;ML Engineer;1;Junior;AI;57000;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 13:31;38;Female;ML Engineer;3;Middle;Python;65000;30;Full-time employee;Temporary contract;German;extra-large
27.11.2020 13:38;40;Male;Product Manager;13;Head;;90000;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 13:41;28;Male;Mobile Developer;5;Senior;Swift;50000;24;Full-time employee;Unlimited contract;English;small
27.11.2020 13:47;29;Female;Data Scientist;2;Junior;R;52000;30;Full-time employee;Unlimited contract;German;micro
27.11.2020 14:08;30;Female;ML Engineer;5;Middle;pythin;51000;30;Full-time employee;Unlimited contract;English;small
27.11.2020 14:14;28;Male;Software Engineer;6;Middle;C#;52800;26;Full-time employee;Unlimited contract;English;medium-size
27.11.2020 14:43;42;Male;Software Engineer;12;Lead;Java;95000;30;Full-time employee;Unlimited contract;English;large
27.11.2020 14:52;29;Male;Data Scientist;4;Middle;Python;61500;30;Full-time employee;Unlimited contract;English;small
27.11.2020 14:54;29;Male;Software Engineer;4;Middle;R;78000;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 15:26;27;Female;Backend Developer;1;Junior;Java;42000;28;Full-time employee;Unlimited contract;German;large
27.11.2020 15:31;37;Male;Software Engineer;14;Head;Typescript;84000;30;Full-time employee;Unlimited contract;English;micro
27.11.2020 15:49;31;Male;Data Scientist;10;Lead;Python;100000;30;Full-time employee;Unlimited contract;English;small
27.11.2020 15:57;35;Male;Data Analyst;5;Middle;R;49000;26;Full-time employee;Unlimited contract;English;large
27.11.2020 16:22;27;Male;Data Scientist;4;Junior;Python;60000;15;Full-time employee;Temporary contract;English;medium-size
27.11.2020 16:43;29;Male;Data Analyst ;6;Middle;Python;68000;28;Full-time employee;Unlimited contract;English;large
27.11.2020 17:18;36;Male;Backend Developer;5;Senior;Java;70000;28;Full-time employee;Unlimited contract;English;large
27.11.2020 17:21;33;Male;Backend Developer;10;Senior;Java;70000;30;Full-time employee;Unlimited contract;English;small
27.11.2020 17:38;42;Male;Software Engineer;12;Lead;Java;95000;30;Full-time employee;Unlimited contract;English;large
27.11.2020 17:46;32;Female;BI Analyst ;1;Junior;Sql ;48000;28;Full-time employee;Unlimited contract;English;large
27.11.2020 17:47;30;Male;Software Engineer;10;Lead;Frontend;115000;28;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 18:13;29;Female;Software Engineer;4;Middle;Java/Kotlin;60000;30;Full-time employee;Unlimited contract;English;large
27.11.2020 19:08;35;Female;Frontend Developer;2;Junior;React;40000;30;Full-time employee;Unlimited contract;English;large
27.11.2020 19:13;36;Male;Software Engineer;14;Senior;C++/c;81500;30;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 19:45;34;Male;BI Developer / Data Engineer;10;Senior;SQL;75000;30;Full-time employee;Unlimited contract;English;large
27.11.2020 19:50;34;Male;DevOps;12;Lead;Kubernetes;94000;28;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 20:17;31;Male;ML Engineer;4;Senior;Python;100000;20;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 20:41;34;Female;QA Engineer;7;Senior;Java;55000;25;Full-time employee;Unlimited contract;English;large
27.11.2020 21:00;33;Male;Frontend Developer;14;Senior;Angular, Typescript;80000;28;Full-time employee;Unlimited contract;German;small
27.11.2020 21:29;33;Male;Software Engineer;8;Senior;C#;67000;28;Full-time employee;Unlimited contract;English;small
27.11.2020 21:35;33;Male;Backend Developer;12;Middle;PHP;56000;28;Full-time employee;Unlimited contract;English;large
27.11.2020 22:14;31;Male;Backend Developer;5;Senior;Python;77000;28;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 22:20;26;Male;Data Scientist;2;Junior;Pyrhon;55000;27;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 22:35;42;Male;Software Engineer;12;Lead;Java;95000;30;Full-time employee;Unlimited contract;English;large
28.11.2020 07:10;33;Male;Product Manager;5;Middle;PM tools;70000;26;Full-time employee;Temporary contract;English;extra-large
28.11.2020 08:39;33;Male;Senior Scrum Master (RTE);7;Lead;C++;90000;30;Full-time employee;Unlimited contract;German;extra-large
28.11.2020 10:53;36;Male;QA Engineer;9;Senior;;64000;30;Full-time employee;Unlimited contract;English;large
28.11.2020 12:31;31;Male;Backend Developer;9;Senior;Grails, Groovy;67473;28;Full-time employee;Unlimited contract;English;large
28.11.2020 12:42;42;Male;Software Engineer;12;Lead;Java;95000;30;Full-time employee;Unlimited contract;English;large
28.11.2020 13:49;30;Male;Head of BI;7;Head;Python;100000;30;Full-time employee;Unlimited contract;English;large
28.11.2020 14:13;32;Female;QA Engineer;10;Lead;Java;65000;33;Full-time employee;Unlimited contract;German;extra-large
28.11.2020 17:56;34;Male;Software Engineer;16;Lead;Ruby;91000;26;Full-time employee;Unlimited contract;English;large
28.11.2020 19:20;35;Male;Data Scientist;15;Middle;C++;60000;30;Full-time employee;Temporary contract;English;large
28.11.2020 19:42;33;Male;SRE;10;Senior;PHP;79000;30;Full-time employee;Unlimited contract;English;extra-large
28.11.2020 20:21;39;Male;Technical project manager;12;Senior;PHP;65000;30;Full-time employee;Unlimited contract;German;extra-large
28.11.2020 20:23;39;Female;Project manager ;13;Senior;;108000;30;Full-time employee;Unlimited contract;German;extra-large
28.11.2020 21:02;25;Female;support engineer;2;Middle;python ;45000;26;Full-time employee;Unlimited contract;English;extra-large
28.11.2020 22:07;34;Male;Frontend Developer;4;Middle;JavaScript;66000;30;Full-time employee;Unlimited contract;English;large
28.11.2020 22:16;28;Male;Software Engineer;8;Senior;.NET;75000;28;Full-time employee;Unlimited contract;English;large
29.11.2020 01:29;35;Male;Frontend Developer;6;Middle;React / JavaScript;66500;27;Full-time employee;Unlimited contract;English;extra-large
29.11.2020 03:48;38;Male;Backend Developer;8;Senior;Perl;64000;30;Full-time employee;Unlimited contract;German;extra-large
29.11.2020 09:34;34;Male;Backend Developer;13;Lead;Java;105000;30;Full-time employee;Unlimited contract;English;small
29.11.2020 10:06;36;Male;Software Engineer;8;Senior;kotlin;83000;30;Full-time employee;Unlimited contract;English;extra-large
29.11.2020 10:27;30;Female;Software Engineer;8;Senior;Java;52000;28;Full-time employee;Unlimited contract;German;extra-large
29.11.2020 13:17;27;Male;Data Engineer;6;Middle;Python;74000;25;Full-time employee;Unlimited contract;English;extra-large
29.11.2020 14:27;27;Male;QA Engineer;5;Middle;Java;56700;30;Full-time employee;Unlimited contract;English;large
29.11.2020 15:23;33;Male;Software Engineer;7;Middle;Ruby;54000;28;Full-time employee;Temporary contract;English;medium-size
29.11.2020 15:26;29;Male;Security engineer;7;Middle;;72000;25;Full-time employee;Unlimited contract;English;large
29.11.2020 17:48;25;Male;DevOps;2;Junior;Python;65000;28;Full-time employee;Unlimited contract;English;extra-large
29.11.2020 20:04;34;Male;Software Architect;14;Lead;Haskell;100000;30;Full-time employee;Temporary contract;English;medium-size
29.11.2020 20:24;29;Male;Frontend Developer;8;Senior;JavScript;77250;27;Full-time employee;Unlimited contract;English;large
29.11.2020 21:34;36;Male;Software Engineer;5;Middle;JavaScript;60000;26;Full-time employee;Unlimited contract;English;large
30.11.2020 09:07;43;Male;Software Engineer;20;Middle;Ruby;70000;25;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 09:57;32;Male;Frontend Developer;10;Lead;js;80000;25;Full-time employee;Unlimited contract;English;small
30.11.2020 10:49;36;Male;Software Engineer;20;Lead;Java;74000;28;Full-time employee;Unlimited contract;German;extra-large
30.11.2020 10:49;38;Female;Data Scientist;14;Middle;R;70000;32;Full-time employee;Unlimited contract;German;extra-large
30.11.2020 10:50;27;Male;QA Engineer;3;Middle;;55000;30;Full-time employee;Unlimited contract;German;large
30.11.2020 10:52;26;Male;Backend Developer;2;Junior;Php;25000;24;Full-time employee;Unlimited contract;German;small
30.11.2020 10:58;26;Male;Data Scientist;2;Junior;Python;48000;25;Full-time employee;Temporary contract;English;medium-size
30.11.2020 11:03;34;Male;Software Engineer;6;Head;C++;90000;30;Full-time employee;Unlimited contract;German;extra-large
30.11.2020 11:08;30;Male;Big Data Engineer;3;Middle;Python;65000;30;Full-time employee;Unlimited contract;English;large
30.11.2020 11:13;35;Male;Designer (UI/UX);10;Senior;;50400;29;Full-time employee;Unlimited contract;German;small
30.11.2020 11:16;30;Male;Business Analyst;7;Senior;SQL;68500;26;Full-time employee;Unlimited contract;English;medium-size
30.11.2020 11:23;26;Male;Software Engineer;5;Middle;Python (Django);69000;27;Full-time employee;Unlimited contract;English;large
30.11.2020 11:24;30;Female;QA Engineer;7;Senior;Python;48000;30;Full-time employee;Unlimited contract;English;medium-size
30.11.2020 11:32;33;Female;Software Engineer;6;Middle;C++;58000;30;Full-time employee;Unlimited contract;German;extra-large
30.11.2020 11:34;26;Male;Backend Developer;6;Senior;Go;70000;27;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 11:38;29;Male;Data Scientist;6;Middle;Python ;57000;28;Full-time employee;Unlimited contract;English;micro
30.11.2020 11:44;36;Male;Data Scientist;5;Senior;Python;106000;25;Full-time employee;Unlimited contract;English;small
30.11.2020 11:45;23;Male;Data Analyst;3;Senior;Python;49200;21;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 11:56;41;Male;CTO;22;Head;Python;50000;31;Full-time employee;Unlimited contract;Italian;medium-size
30.11.2020 12:06;28;Male;ML Engineer;1;Junior;Python;43000;14;Full-time employee;Unlimited contract;English;micro
30.11.2020 12:07;35;Male;Data Scientist;12;Senior;Python;77000;27;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 12:08;37;Female;Data Scientist;8;Middle;Python ;67000;28;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 12:10;26;Male;Software Engineer;4;Middle;JavaScript;21000;22;Full-time employee;Unlimited contract;English;medium-size
30.11.2020 12:11;24;Male;ML Engineer;5;Senior;Python;64000;20;Full-time employee;Unlimited contract;English;small
30.11.2020 12:11;35;Male;Manager ;6;Head;C;90000;30;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 12:13;27;Male;Data Scientist;2;Junior;SQL;25300;24;Full-time employee;Temporary contract;Italian;extra-large
30.11.2020 12:17;27;Female;Backend Developer;6;Senior;Java;85600;25;Full-time employee;Unlimited contract;English;large
30.11.2020 12:24;29;Male;Data Scientist;2;Middle;Python;55200;30;Full-time employee;Temporary contract;English;extra-large
30.11.2020 12:32;29;Male;AI Management;6;Head;Python;92000;30;Full-time employee;Unlimited contract;German;extra-large
30.11.2020 12:45;34;Male;Backend Developer;14;Lead;Kotlin;96000;29;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 12:55;35;Male;Data Scientist;12;Lead;Python;85000;38;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 12:56;54;Male;Sales ;31;Head;Network Automation;110000;29;Full-time employee;Unlimited contract;English;small
30.11.2020 13:10;31;Male;Software Engineer;6;Senior;Kotlin;90000;28;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 13:12;30;Male;Software Engineer;5;Junior;C++;55000;30;Full-time employee;Unlimited contract;German;small
30.11.2020 13:17;36;Male;Backend Developer;15;Senior;C++;172000;25;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 13:33;28;Male;XR Developer;8;Lead;C#;25000;1;Full-time employee;Temporary contract;English;small
30.11.2020 13:52;36;Male;Data Scientist;2;Middle;Python;63000;30;Full-time employee;Unlimited contract;English;small
30.11.2020 13:55;26;Male;DevOps;5;Middle;Kubernetes, Terraform, GCP;72000;23;Full-time employee;Unlimited contract;English;small
30.11.2020 14:06;36;Male;DevOps;14;Middle;PowerShell;65000;30;Full-time employee;Unlimited contract;German;large
30.11.2020 14:30;33;Male;Backend Developer;13;Senior;Python;83000;30;Full-time employee;Unlimited contract;English;medium-size
30.11.2020 14:36;35;Male;Data Engineer;6;Senior;Java;200000;14;Self-employed (freelancer);Temporary contract;English;small
30.11.2020 14:42;29;Male;Data Scientist;5;Lead;Python;115000;25;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 14:47;36;Male;Frontend Developer;6;Middle;JavaScript;58000;30;Full-time employee;Unlimited contract;English;large
30.11.2020 15:10;35;Male;Software Engineer;2;Middle;python, scala;50000;45;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 15:27;29;Male;Backend Developer;9;Senior;Java;75000;25;Full-time employee;Unlimited contract;English;medium-size
30.11.2020 15:45;29;Male;DevOps;11;Lead;TypeScript;140000;5;Self-employed (freelancer);Unlimited contract;English;micro
30.11.2020 15:48;32;Male;Backend Developer;14;Lead;Java;80000;28;Full-time employee;Unlimited contract;English;large
30.11.2020 16:20;32;Female;Engineering Team Lead;10;Lead;QA;65000;28;Full-time employee;Unlimited contract;English;large
30.11.2020 16:24;30;Male;Software Engineer;7;Senior;python;49000;12;Full-time employee;Temporary contract;English;small
30.11.2020 16:32;30;Male;Data Scientist;2;Middle;Python;50000;30;Full-time employee;Unlimited contract;English;small
30.11.2020 16:42;30;Male;ML Engineer;6;Middle;Python;59000;28;Full-time employee;Unlimited contract;English;medium-size
30.11.2020 16:54;30;Male;Data Scientist;5;Middle;Python;52500;30;Full-time employee;Unlimited contract;English;small
30.11.2020 16:57;48;Male;DevOps;15;Senior;Python;30000;30;Full-time employee;Unlimited contract;English;micro
30.11.2020 17:05;31;Male;Data Analyst;7;Senior;Sql;83000;26;Full-time employee;Unlimited contract;English;large
30.11.2020 18:24;38;Male;Software Engineer;15;Senior;C#;59000;30;Full-time employee;Unlimited contract;English;micro
30.11.2020 18:25;22;Male;Backend Developer;3;Middle;PHP;10001;0;Self-employed (freelancer);Unlimited contract;English;micro
30.11.2020 18:39;28;Male;Data Scientist;3;Middle;Python;50000;21;Self-employed (freelancer);Unlimited contract;English;large
30.11.2020 18:41;29;Male;Data Scientist;5;Senior;Python;75000;24;Full-time employee;Unlimited contract;English;small
30.11.2020 19:12;34;Male;Frontend Developer;5;Senior;Javascript / Typescript;54000;28;Full-time employee;Unlimited contract;English;large
30.11.2020 19:23;27;Male;Frontend Developer;5;Middle;Javascript, Angular;58000;25;Full-time employee;Unlimited contract;English;large
30.11.2020 19:28;34;Male;ML Engineer;3;Senior;Python;70000;30;Full-time employee;Temporary contract;English;large
30.11.2020 20:09;28;Male;Software Engineer;2;Junior;C;48000;30;Full-time employee;Unlimited contract;English;large
30.11.2020 20:14;40;Male;Software Engineer;9;Middle;C;88000;30;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 20:39;29;Male;Product Manager;5;Middle;;57750;30;Full-time employee;Unlimited contract;English;large
30.11.2020 20:56;27;Male;Software Engineer;1;Junior;C++;45000;30;Full-time employee;Unlimited contract;German;small
30.11.2020 21:19;35;Female;Data Scientist;5;Senior;SAS,SQL,Python;75000;30;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 21:31;29;Male;Software Engineer;9;Senior;Typescript;113000;25;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 21:45;38;Male;Product Manager;12;Senior;Node;74000;30;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 21:48;32;Male;Data Engineer;7;Senior;Python/SQL;82000;30;Full-time employee;Unlimited contract;English;large
30.11.2020 21:57;37;Male;Data Scientist;10;Senior;Python;82000;30;Full-time employee;Unlimited contract;English;large
30.11.2020 21:58;29;Male;DevOps;6;Senior;php, js, python, docker;64800;30;Full-time employee;Unlimited contract;English;small
30.11.2020 22:13;32;Male;Software Engineer;7;Senior;C, Matlab;70000;30;Full-time employee;Unlimited contract;German;medium-size
30.11.2020 22:18;40;Male;Software Engineer;16;Senior;C++;72000;30;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 22:42;39;Male;Software Engineer;12;Lead;Javascript;82000;30;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 22:42;32;Male;DataOps Team Lead;10;Lead;Java;80000;25;Full-time employee;Unlimited contract;German;extra-large
30.11.2020 23:26;26;Female;Backend Developer;5;Middle;Java;65000;28;Full-time employee;Unlimited contract;English;extra-large
30.11.2020 23:38;30;Male;Software Engineer;9;Middle;TypeScript, Kotlin;77000;26;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 00:06;32;Female;Data Scientist;5;Senior;Python ;80000;30;Full-time employee;Unlimited contract;German;extra-large
1.12.2020 00:16;32;Male;Software Engineer;8;Senior;C++;65000;30;Full-time employee;Unlimited contract;English;large
1.12.2020 00:20;31;Male;Software Engineer;5;Middle;Java;59064;30;Full-time employee;Unlimited contract;English;medium-size
1.12.2020 00:25;30;Male;Software Engineer;10;Senior;Ruby;90000;30;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 00:32;30;Male;Software Sales;12;Senior;Cloud;150000;28;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 00:32;30;Female;QA Engineer;8;Senior;Javascript;70000;31;Full-time employee;Unlimited contract;English;large
1.12.2020 00:38;25;Male;Backend Developer;5;Middle;Java;53500;29;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 01:32;30;Male;Software Engineer;9;Lead;;90000;25;Full-time employee;Unlimited contract;English;small
1.12.2020 07:13;26;Male;Software Engineer;4;Middle;JavaScript / TypeScript;75000;30;Full-time employee;Unlimited contract;English;large
1.12.2020 08:00;32;Male;Product Manager;4;Senior;;65000;30;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 08:39;39;Male;Software Engineer;16;Senior;Embedded;62400;30;Full-time employee;Unlimited contract;Russian;extra-large
1.12.2020 08:49;35;Male;Beikoch;1;Middle;Apotheker;30000;20;Full-time employee;Temporary contract;German;micro
1.12.2020 08:52;38;Male;Software Engineer;16;Senior;.net;90000;36;Full-time employee;Unlimited contract;English;large
1.12.2020 09:47;32;Male;Data Scientist;3;Senior;Python;62000;25;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 09:50;30;Female;Frontend Developer;9;Senior;JavaScript, TypeScript;60000;28;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 09:59;34;Male;Backend Developer;10;Middle;Java;65600;30;Full-time employee;Unlimited contract;English;large
1.12.2020 10:04;36;Male;Mobile Developer;14;Senior;Java;80000;30;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 10:11;26;Female;QA Engineer;2;Middle;Tricentis Tosca;32000;30;Full-time employee;Unlimited contract;German;extra-large
1.12.2020 10:48;28;Female;Data Analyst;3;Middle;SQL;53000;30;Full-time employee;Unlimited contract;English;large
1.12.2020 11:17;25;Male;Software Engineer;6;Middle;Scala;65000;30;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 12:29;28;Male;Data Scientist;6;Lead;Python, SQL;78000;26;Full-time employee;Unlimited contract;English;medium-size
1.12.2020 13:56;35;Male;Software Engineer;20;Senior;JavaScript;100000;32;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 13:58;25;Male;Data Scientist;1;Junior;Python ;38000;20;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 14:21;23;Female;Data analyst ;1;Junior;Sql ;36000;28;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 14:33;28;Male;Software Engineer;3;Junior;.NET;65000;30;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 16:16;30;Male;Software Engineer;9;Senior;.NET;60000;30;Full-time employee;Temporary contract;English;extra-large
1.12.2020 16:16;30;Male;Software Engineer;9;Senior;.NET;60000;30;Full-time employee;Temporary contract;English;extra-large
1.12.2020 16:36;28;Male;Software Engineer;6;Middle;C++;100000;25;Full-time employee;Unlimited contract;German;small
1.12.2020 17:50;29;Male;Frontend Developer;5;Middle;javascript;66000;28;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 19:09;26;Male;Product Analyst;4;Middle;Python;55000;26;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 19:26;31;Male;Software Engineer;5;Middle;Java;74000;27;Full-time employee;Unlimited contract;English;extra-large
1.12.2020 20:57;34;Female;QA Engineer;11;Senior;QA;60000;30;Full-time employee;Unlimited contract;German;extra-large
1.12.2020 21:28;34;Male;DevOps;8;Senior;Embedded;67500;30;Full-time employee;Unlimited contract;English;large
1.12.2020 22:23;36;Male;Software Engineer;13;Head;Java;90000;30;Full-time employee;Unlimited contract;English;large
1.12.2020 23:24;36;Male;DevOps;17;Head;Python;124000;28;Full-time employee;Unlimited contract;English;large
2.12.2020 00:27;31;Male;Software Engineer;7;Senior;Java;75000;30;Full-time employee;Unlimited contract;English;large
2.12.2020 04:49;28;Male;Software Engineer;8;Senior;PHP;57000;28;Full-time employee;Unlimited contract;English;medium-size
2.12.2020 04:49;28;Male;Software Engineer;8;Senior;PHP;57000;28;Full-time employee;Unlimited contract;English;medium-size
2.12.2020 08:56;36;Male;Backend Developer;16;Lead;Scala;120000;30;Full-time employee;Unlimited contract;English;large
2.12.2020 10:35;22;Female;Frontend Developer;2;Junior;JS;24000;24;Full-time employee;Unlimited contract;English;small
2.12.2020 11:52;26;Female;Backend Developer;7;Senior;;60000;24;Full-time employee;Unlimited contract;English;micro
2.12.2020 12:06;30;Male;Backend Developer;4;Middle;python;58000;24;Full-time employee;Unlimited contract;English;large
2.12.2020 14:20;35;Male;Software Engineer;12;Middle;Kotlin;75000;28;Full-time employee;Unlimited contract;English;extra-large
2.12.2020 14:43;30;Male;Software Engineer;10;Middle;iOS;71000;27;Full-time employee;Unlimited contract;English;large
2.12.2020 14:45;36;Male;DevOps;15;Junior;jenkins bash;52500;30;Full-time employee;Unlimited contract;English;small
2.12.2020 17:06;28;Male;Software Engineer;5;Middle;Java;50000;25;Full-time employee;Unlimited contract;Russian;large
2.12.2020 17:09;42;Male;Backend Developer;19;Senior;PHP;66000;26;Full-time employee;Unlimited contract;English;large
2.12.2020 18:46;34;Male;Backend Developer;14;Senior;Kotlin;95000;28;Full-time employee;Unlimited contract;English;extra-large
2.12.2020 21:42;36;Female;Data Scientist;5;Senior;Python;87000;30;Full-time employee;Unlimited contract;English;extra-large
2.12.2020 21:53;31;Male;Software Engineer;4;Senior;Python;68000;30;Full-time employee;Unlimited contract;English;large
2.12.2020 22:41;32;Female;It Consulting ;2;Junior;Test Management ;54000;27;Full-time employee;Unlimited contract;German;extra-large
3.12.2020 08:53;32;Male;Software Engineer;13;Lead;JavaScript;83000;30;Full-time employee;Unlimited contract;English;extra-large
3.12.2020 09:40;36;Male;ML Engineer;6;Senior;Python;110000;30;Full-time employee;Unlimited contract;English;large
3.12.2020 10:59;26;Male;Software Engineer;6;Senior;TypeScript;93000;30;Full-time employee;Unlimited contract;English;small
3.12.2020 11:04;28;Female;Data Scientist;4;Middle;Python;73700;28;Full-time employee;Unlimited contract;English;extra-large
3.12.2020 11:52;34;Male;Data Scientist;10;Senior;Python;85000;28;Full-time employee;Unlimited contract;English;large
3.12.2020 13:25;38;Male;Data Scientist;10;Senior;Python;87550;30;Full-time employee;Unlimited contract;German;large
3.12.2020 13:58;37;Male;Software Engineer;16;Senior;Java;80000;27;Full-time employee;Unlimited contract;English;large
3.12.2020 21:03;31;Male;Backend Developer;9;Senior;NodeJS/TS;65000;27;Full-time employee;Unlimited contract;English;medium-size
3.12.2020 21:25;38;Male;Backend Developer;15;Middle;PHP/MySQL;40700;25;Full-time employee;Unlimited contract;English;small
3.12.2020 22:07;25;Male;ML Engineer;2;Middle;Python;60000;28;Full-time employee;Unlimited contract;German;small
4.12.2020 11:18;25;Male;Software Engineer;1;Junior;C#;43500;28;Full-time employee;Unlimited contract;German;medium-size
4.12.2020 11:51;30;Female;Software Engineer;7;Senior;Java;60000;27;Full-time employee;Unlimited contract;English;medium-size
4.12.2020 18:56;28;Female;Designer (UI/UX);5;Senior;;60000;26;Full-time employee;Unlimited contract;English;extra-large
4.12.2020 19:00;45;Male;Data architect;19;Senior;;90000;30;Full-time employee;Unlimited contract;English;extra-large
5.12.2020 00:19;35;Male;Software Engineer;14;Senior;C++;98000;30;Full-time employee;Unlimited contract;English;extra-large
5.12.2020 03:34;25;Male;ML Engineer;2;Middle;NLP, Python;51000;24;Full-time employee;Temporary contract;English;micro
5.12.2020 10:09;31;Male;Software Engineer;4;Senior;Java;69000;28;Full-time employee;Unlimited contract;English;extra-large
5.12.2020 13:42;27;Male;Backend Developer;2;Middle;PHP;50000;28;Full-time employee;Unlimited contract;English;large
5.12.2020 13:52;37;Male;Software Engineer;12;Middle;php;65000;26;Full-time employee;Unlimited contract;English;extra-large
5.12.2020 14:54;27;Male;IT Manager;5;Middle;;73000;37;Full-time employee;Unlimited contract;English;extra-large
5.12.2020 15:16;32;Male;ML Engineer;4;Middle;Python, Whole Apache Data Science Stack, AWS;37500;24;Full-time employee;Unlimited contract;German;large
5.12.2020 17:29;28;Female;Backend Developer;3;Middle;Python;65000;30;Full-time employee;Unlimited contract;English;extra-large
5.12.2020 18:10;35;Male;Backend Developer;4;Middle;Java;42000;28;Full-time employee;Unlimited contract;English;medium-size
5.12.2020 22:37;36;Male;Staff Engineer;15;Lead;Go;85000;28;Full-time employee;Unlimited contract;English;extra-large
6.12.2020 14:46;32;Male;Designer (UI/UX);5;Senior;Java;70000;24;Self-employed (freelancer);Unlimited contract;German;micro
6.12.2020 16:31;22;Male;Software Engineer;2;Junior;Java;45000;30;Full-time employee;Unlimited contract;German;extra-large
